지역,보험명,담당부서명,담당자전화번호,계약자명,피보험자명,청구방법,홈페이지,보험료합계,보장시작,보장종료,보장항목,보장설명,보장금액(원),최종수정일
광주광역시 북구,2025년 남구 구민안전보험,안전총괄과,062-607-2954,광주광역시 남구청,남구민,"○ 보험금 청구 : 보험사 문의
  ► 청구사유 발생 시 사고일로부터 3년 이내 본인 또는 가족이 보험사 직접 청구
  ► 청구 시 증빙서류(공통서류+기타 필요서류)를 첨부하여 보험사에 청구
   - 보험청구(서류 포함) 문의 : 보험사 통합고객센터(☏ 1522-3556)
   - 기타문의 : 안전총괄과(062-607-2954)",https://www.namgu.gwangju.kr/menu.es?mid=a10507080000,44636270,20250331,20260330,자연재난 후유장해,"자연재해(일사병, 열사병포함)로 인한 사고로 3%~100%의 상해 후유장해가 발생 한 경우",200,20250423
광주광역시 북구,2025년 남구 구민안전보험,안전총괄과,062-607-2954,광주광역시 남구청,남구민,"○ 보험금 청구 : 보험사 문의
  ► 청구사유 발생 시 사고일로부터 3년 이내 본인 또는 가족이 보험사 직접 청구
  ► 청구 시 증빙서류(공통서류+기타 필요서류)를 첨부하여 보험사에 청구
   - 보험청구(서류 포함) 문의 : 보험사 통합고객센터(☏ 1522-3556)
   - 기타문의 : 안전총괄과(062-607-2954)",https://www.namgu.gwangju.kr/menu.es?mid=a10507080000,44636270,20250331,20260330,화상 진단위로금(수술비),상해로 화상을 입고 병원 또는 의원 등에서 수술을 받은 경우(수술 1회당),50,20250423
광주광역시 북구,2025년 남구 구민안전보험,안전총괄과,062-607-2954,광주광역시 남구청,남구민,"○ 보험금 청구 : 보험사 문의
  ► 청구사유 발생 시 사고일로부터 3년 이내 본인 또는 가족이 보험사 직접 청구
  ► 청구 시 증빙서류(공통서류+기타 필요서류)를 첨부하여 보험사에 청구
   - 보험청구(서류 포함) 문의 : 보험사 통합고객센터(☏ 1522-3556)
   - 기타문의 : 안전총괄과(062-607-2954)",https://www.namgu.gwangju.kr/menu.es?mid=a10507080000,44636270,20250331,20260330,사회재난 사망,사회재난(감염병 제외)으로 인하여 사망한 경우(만15세 미만자 제외),200,20250423
광주광역시 북구,2025년 남구 구민안전보험,안전총괄과,062-607-2954,광주광역시 남구청,남구민,"○ 보험금 청구 : 보험사 문의
  ► 청구사유 발생 시 사고일로부터 3년 이내 본인 또는 가족이 보험사 직접 청구
  ► 청구 시 증빙서류(공통서류+기타 필요서류)를 첨부하여 보험사에 청구
   - 보험청구(서류 포함) 문의 : 보험사 통합고객센터(☏ 1522-3556)
   - 기타문의 : 안전총괄과(062-607-2954)",https://www.namgu.gwangju.kr/menu.es?mid=a10507080000,44636270,20250331,20260330,사회재난 후유장해,사회재난(감염병 제외)으로 인하여 3%~100%의 상해 후유장해가 발생 한 경우,200,20250423
광주광역시 광산구,북구민 생활안전보험,안전총괄과,062-410-6758,광주광역시 북구,광주 북구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자
또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 → 필요 증빙서류 안내 → 보험금 신청 → 보험금 지급심사 및 지급",https://bukgu.gwangju.kr/board.es?mid=a10201010000&bid=0114&act=view&list_no=13471,119890710,20250218,20260217,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴, 감전, 산사태 사고로 상해 사망한 경우(사망 : 15세 미만자 제외)",500,20250306
광주광역시 광산구,북구민 생활안전보험,안전총괄과,062-410-6758,광주광역시 북구,광주 북구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자
또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 → 필요 증빙서류 안내 → 보험금 신청 → 보험금 지급심사 및 지급",https://bukgu.gwangju.kr/board.es?mid=a10201010000&bid=0114&act=view&list_no=13471,119890710,20250218,20260217,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 감전, 산사태 사고로 3%~100%의 상해 후유장해가 발생한 경우",500,20250306
광주광역시 광산구,북구민 생활안전보험,안전총괄과,062-410-6758,광주광역시 북구,광주 북구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자
또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 → 필요 증빙서류 안내 → 보험금 신청 → 보험금 지급심사 및 지급",https://bukgu.gwangju.kr/board.es?mid=a10201010000&bid=0114&act=view&list_no=13471,119890710,20250218,20260217,화상 진단위로금(수술비),상해로 화상(심도2도)을 입고 병원 또는 의원 등에서 수술을 받은 경우,100,20250306
울산광역시 남구,구민안전보험,안전총괄과,052-290-4055,중구,중구에 주민등록을 두고 거주하는 모든 구민(외국인등록자 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",http://www.xn--2e0b987almezscbyg.xn--3e0b707e/,101000000,20250101,20251231,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 인해 사망한 경우(만 15세 미만자 제외)",2000,20250113
울산광역시 남구,구민안전보험,안전총괄과,052-290-4055,중구,중구에 주민등록을 두고 거주하는 모든 구민(외국인등록자 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",http://www.xn--2e0b987almezscbyg.xn--3e0b707e/,101000000,20250101,20251231,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴, 사태 사고로 상해 사망한 경우(만 15세 미만자 제외)",2000,20250113
울산광역시 남구,구민안전보험,안전총괄과,052-290-4055,중구,중구에 주민등록을 두고 거주하는 모든 구민(외국인등록자 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",http://www.xn--2e0b987almezscbyg.xn--3e0b707e/,101000000,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 사태 사고로 3~100%의 상해 후유장해가 발생한 경우",2000,20250113
울산광역시 남구,구민안전보험,안전총괄과,052-290-4055,중구,중구에 주민등록을 두고 거주하는 모든 구민(외국인등록자 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",http://www.xn--2e0b987almezscbyg.xn--3e0b707e/,101000000,20250101,20251231,사회재난 사망,사회재난(감염병 제외)으로 인해 사망한 경우(만15세 미만자 에외),1000,20250113
울산광역시 동구,남구 구민안전보험,안전총괄과,052-226-3512,울산 남구,남구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.ulsannamgu.go.kr/easyMain/mainPage.do,149689000,20250101,20251231,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우",2000,20250304
울산광역시 동구,남구 구민안전보험,안전총괄과,052-226-3512,울산 남구,남구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.ulsannamgu.go.kr/easyMain/mainPage.do,149689000,20250101,20251231,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴 사고로 상해 사망한 경우",2000,20250304
울산광역시 동구,남구 구민안전보험,안전총괄과,052-226-3512,울산 남구,남구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.ulsannamgu.go.kr/easyMain/mainPage.do,149689000,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴 사고로 3~100%의 상해 후유장해가 발생한 경우",2000,20250304
울산광역시 동구,남구 구민안전보험,안전총괄과,052-226-3512,울산 남구,남구에 주민등록을 둔 모든 구민 (등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.ulsannamgu.go.kr/easyMain/mainPage.do,149689000,20250101,20251231,사회재난 사망,사회재난으로 사망한 경우,1000,20250304
울산광역시 북구,동구 구민생활안전보험,안전총괄과,052-209-3672,울산광역시 동구,울산 동구에 주민등록을 둔 모든 구민(등록외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.donggu.ulsan.kr/,77763230,20250101,20251231,자연재난 사망,"자연재해(일사병,열사병,저체온증 포함)로 사망한 경우",2000,20250324
울산광역시 북구,동구 구민생활안전보험,안전총괄과,052-209-3672,울산광역시 동구,울산 동구에 주민등록을 둔 모든 구민(등록외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.donggu.ulsan.kr/,77763230,20250101,20251231,"화재,붕괴,폭발 사망","폭발,화재,붕괴 사고로 상해 사망한 경우",2000,20250324
울산광역시 북구,동구 구민생활안전보험,안전총괄과,052-209-3672,울산광역시 동구,울산 동구에 주민등록을 둔 모든 구민(등록외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.donggu.ulsan.kr/,77763230,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발,화재,붕괴 사고로 상해의 직접결과 후유장해가 발생한 경우",2000,20250324
울산광역시 북구,동구 구민생활안전보험,안전총괄과,052-209-3672,울산광역시 동구,울산 동구에 주민등록을 둔 모든 구민(등록외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.donggu.ulsan.kr/,77763230,20250101,20251231,사회재난 사망,사회재난으로 사망한 경우,2000,20250324
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,자연재난 사망,"구민이 자연재해(일사병, 열사병 포함)로 사망한 경우(15세 미만자 제외)",2000,20250220
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,자연재난 후유장해,"구민이 자연재해(일사병, 열사병, 저체온증 포함)로 3~100%의 상해후유장해가 발생한 경우",1000,20250220
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,"화재,붕괴,폭발 사망","구민이 폭발, 화재, 붕괴사태 사고로 상해 사망한 경우(15세 미만자 제외)",2000,20250220
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,"화재,붕괴,폭발 후유장해","구민이 폭발, 화재, 붕괴사태 사고로 3~100%의 상해후유장해가 발생한 경우",2000,20250220
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,사회재난 사망,구민이 사회재난(재난상황으로 보고된 건에 한함)으로 사망한 경우(15세 미만자 제외),2000,20250220
울산광역시 울주군,북구 구민안전보험,안전총괄과,052-241-7895,울산 북구,울산 북구에 주민등록을 둔 모든 구민(등록 외국인 포함),"보험금 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
 *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
 *자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.bukgu.ulsan.kr/lay1/bbs/S1T2133C2235/A/554/view.do?article_seq=299175&cpage=1&rows=10&condition=&keyword=,85189310,20250101,20251231,사회재난 후유장해,구민이 사회재난(재난상황으로 보고된 건에 한함)으로3~100%의 상해후유장해가 발생한 경우,1000,20250220
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,자연재난 사망,고양시민이 자연재난으로 사망한 경우(만 15세 미만자 제외),1000,20250103
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,자연재난 후유장해,고양시민이 자연재난으로 후유장해가 발생한 경우,1000,20250103
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴, 산사태 사고로 상해 사망한 경우(만 15세 미만자 제외)",2000,20250103
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 산사태 사고로 상해 후유장해가 발생한 경우",1000,20250103
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,사회재난 사망,고양시민이 사회재난으로 사망한 경우(만 15세 미만자 제외),2000,20250103
경기도 고양시,2025년 고양시 시민안전보험,재난대응담당관,031-8075-3012,고양시,고양시민,▲사고 발생 ▲보험사 통합상담센터 전화 문의(☎1522-3556) ▲청구서‧필요서류 접수해 보험금 신청 ▲청구내용심사(필요시 사고조사) ▲보험금 지급 ,https://www.goyang.go.kr,300000000,20250101,20251231,사회재난 후유장해,고양시민이 사회재난으로 상해 후유장해가 발생한 경우,1000,20250103
경기도 용인시,성남시 시민안전보험,재난안전관,031-729-3534,성남시,성남시에 주민등록을 둔 모든 시민(외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
  *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
  *자세한 사항은 시민안전보험 통합상담센터에 문의해 주세요.",https://www.seongnam.go.kr/city/1001554/11052/contents.do,215821870,20250201,20260131,자연재난 사망,"자연재해(일사병, 열사병, 포함)로 사망한 경우(15세 미만자 제외)",1000,20250127
경기도 용인시,성남시 시민안전보험,재난안전관,031-729-3534,성남시,성남시에 주민등록을 둔 모든 시민(외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
  *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
  *자세한 사항은 시민안전보험 통합상담센터에 문의해 주세요.",https://www.seongnam.go.kr/city/1001554/11052/contents.do,215821870,20250201,20260131,자연재난 후유장해,자연재해로 인해 3%~100%의 후유장해가 발생한 경우,1000,20250127
경기도 용인시,성남시 시민안전보험,재난안전관,031-729-3534,성남시,성남시에 주민등록을 둔 모든 시민(외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
  *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
  *자세한 사항은 시민안전보험 통합상담센터에 문의해 주세요.",https://www.seongnam.go.kr/city/1001554/11052/contents.do,215821870,20250201,20260131,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴 사고로 상해 사망한 경우(15세 미만자 제외)",1000,20250127
경기도 용인시,성남시 시민안전보험,재난안전관,031-729-3534,성남시,성남시에 주민등록을 둔 모든 시민(외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
  *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
  *자세한 사항은 시민안전보험 통합상담센터에 문의해 주세요.",https://www.seongnam.go.kr/city/1001554/11052/contents.do,215821870,20250201,20260131,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴 사고로 3%~100%의 상해후유장해가 발생한 경우",1000,20250127
경기도 용인시,성남시 시민안전보험,재난안전관,031-729-3534,성남시,성남시에 주민등록을 둔 모든 시민(외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
  *청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
  *자세한 사항은 시민안전보험 통합상담센터에 문의해 주세요.",https://www.seongnam.go.kr/city/1001554/11052/contents.do,215821870,20250201,20260131,사회재난 사망,성남시민이  사회재난(감염병 제외)으로 인하여 사망한 경우(15세미만자 제외),1000,20250127
경기도 김포시,의정부시 생활안전보험,시민안전과,031-828-4954,의정부시,의정부시민,청구 사유 발생 시 보험사(상담 접수 센터: 1522-3556)에 문의,https://www.ui4u.go.kr/depart/contents.do?mId=0808000000,277967900,20240702,20250701,자연재난 사망,"의정부시민이 자연재해(일사병, 열사병 포함)로 인해  사망한 경우 (만15세 미만자 제외)",1000,20250428
경기도 김포시,의정부시 생활안전보험,시민안전과,031-828-4954,의정부시,의정부시민,청구 사유 발생 시 보험사(상담 접수 센터: 1522-3556)에 문의,https://www.ui4u.go.kr/depart/contents.do?mId=0808000000,277967900,20240702,20250701,"화재,붕괴,폭발 사망",의정부시민이 폭발․화재․붕괴․산사태 사고로  상해 사망한 경우 (만15세 미만자 제외),2000,20250428
경기도 김포시,의정부시 생활안전보험,시민안전과,031-828-4954,의정부시,의정부시민,청구 사유 발생 시 보험사(상담 접수 센터: 1522-3556)에 문의,https://www.ui4u.go.kr/depart/contents.do?mId=0808000000,277967900,20240702,20250701,"화재,붕괴,폭발 후유장해",의정부시민이 폭발․화재․붕괴․산사태 사고로  3~100% 상해 후유장해가 발생한 경우,2000,20250428
경기도 김포시,의정부시 생활안전보험,시민안전과,031-828-4954,의정부시,의정부시민,청구 사유 발생 시 보험사(상담 접수 센터: 1522-3556)에 문의,https://www.ui4u.go.kr/depart/contents.do?mId=0808000000,277967900,20240702,20250701,화상 진단위로금(수술비),의정부시민이 상해로 화상을 입고 병원 또는 의원 등에서 수술을 받은 경우 (수술 1회 당),150,20250428
경기도 김포시,의정부시 생활안전보험,시민안전과,031-828-4954,의정부시,의정부시민,청구 사유 발생 시 보험사(상담 접수 센터: 1522-3556)에 문의,https://www.ui4u.go.kr/depart/contents.do?mId=0808000000,277967900,20240702,20250701,사회재난 사망,의정부시민이 사회재난(감염병 제외)로 인해 사망한 경우 (만15세 미만자 제외),1000,20250428
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,자연재난 사망,"자연재해(일사병,열사병 포함)로 사망한 경우",1000,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,자연재난 후유장해,"자연재해(일사병,열사병 포함)로 3~100%의 상해후유장해가 발생한 경우",1000,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,"화재,붕괴,폭발 사망",화재․붕괴․폭발․산사태로 사망한 경우,1500,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,"화재,붕괴,폭발 후유장해",화재․붕괴․폭발․산사태 사고로 3~100%의 상해후유장해 발생한 경우,1500,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,화상 진단위로금(수술비),"상해의 직접결과로 인한 화상으로 인해 수술을 받은 경우(심재성2도이상, 수술1회당)",100,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,사회재난 사망,사회재난으로 사망한 경우(감염병 제외),1000,20250325
경기도 화성시,2025년 안양시 시민안전보험,안양시 안전정책과,031-8045-5775,안양시,안양시민,"청구 시기 : 보험 보장 기간중 발생한 사고에 대하여 발생일로부터 3년 이내
청구 절차 : 청구 사유 발생시 피보험자 또는 법정상속인이 보험사에 청구서 및 구비서류 제출하여 직접청구
청구서 양식 : 안양시 홈페이지

보험문의 : ☎1522-3556(케이비손해보험 컨소시엄)",https://www.anyang.go.kr/main/contents.do?key=5144,325182250,20250319,20260318,사회재난 후유장해,사회재난으로 3~100%의 상해후유장해가 발생한 경우(감염병 제외),1000,20250325
